,DBN,School Name,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent HRA Eligible,Teacher Percent - White,Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Percent Households on SNAP/Food Stamps,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT,college_persistence_ranking,log_dropout_rate,log_temp_housing,log_percent_overage,log_enrollment,log_nearby_student_distance,log_household_income
445,84M065,democracy preparatory endurance charter school,0.489,0.511,0.0,0.082,0.186,0.873,0.79,0.19,0.332,0.311,0.0,0.457,4.7,0.56,0.3,0.95,0.00736,0.855,0.538,2.5,3.64,3.5770989010989007,3.38,3.84,2.52,0.28,0.45,0.28,10459.0,0.173,0.141,0.67,0.182,0.29,0.838,0.395,0.8185,0.955,0.03,84,Manhattan,0.0,2.995,0.0,0.0,0.0,0.0,Medium,0.033918218203460644,0.11511280710050446,0.0620353909194527,5.796057750765372,1.2809338454620642,10.627915353129106
446,84M202,great oaks charter school,0.383,0.617,0.0,0.047,0.414,0.866,0.75,0.259,0.2555,0.3797047413793103,0.021,0.5719375,6.1,0.11,0.313,0.9,0.0069576397515527,0.6569582463465553,0.4853171247357294,3.76,3.97,3.52,3.59,4.22,2.99,0.72,1.0,0.11,10014.0,0.004,0.848,0.163,0.065,0.188,0.951,0.032,0.90875,0.898,0.078,84,Manhattan,0.075,2.505,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.17227122094045313,0.015873349156290163,4.859812404361672,1.1314021114911006,11.900009335129587
447,84M204,capital preparatory harlem charter school,0.367,0.633,0.0,0.026,0.242,0.817,0.751,0.157,0.196,0.691,0.038,0.691,6.1,0.8214999999999999,0.869,0.957,0.00639,0.146,0.235,2.13,2.51,2.02,1.28,1.56,1.54,0.64,1.0,0.18,10035.0,0.1159999999999999,0.296,0.43,0.1889999999999999,0.21,0.711,0.255,0.728,0.962,0.027,84,Manhattan,0.0,2.49,0.0,0.0,1.0,0.0,Low,0.16169358899798714,0.07232066157962608,0.08709470685093375,5.583496308781699,1.1939224684724343,10.5184028848265
448,84M279,opportunity charter school,0.445,0.555,0.0,0.082,0.629,0.907,0.852,0.351,0.2555,0.3797047413793103,0.021,0.5719375,2.0,0.86,0.296,0.91,0.00545,0.082,0.377,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.01,0.84,0.02,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,0.123,0.879,0.977,0.02,84,Manhattan,0.0,2.215,0.0,0.0,0.0,0.0,Medium,0.014888612493750559,0.13540463700620298,0.03825871211709027,5.549076084895219,1.589235205116581,11.139424032067456
449,84M284,harlem children's zone promise academy charter school,0.52,0.48,0.0,0.008,0.15,0.837,0.752,0.294,0.419,0.585,0.0,0.829,7.0,0.8214999999999999,0.231,0.94,0.0070799999999999,0.363,0.61,3.84,3.8,4.2,3.57,4.15,3.88,0.64,0.43,0.5,10027.0,0.054,0.509,0.375,0.1009999999999999,0.253,0.848,0.165,0.9915,0.976,0.016,84,Manhattan,0.065,3.28,0.0,0.0,1.0,0.0,Medium,0.02078253918252841,0.11511280710050446,0.0,5.509388336627977,0.5877866649021191,11.052888008036343
450,84M330,girls preparatory charter school of new york,1.0,0.0,0.0,0.0,0.074,0.877,0.741,0.444,0.2555,0.3797047413793103,0.021,0.5719375,11.0,0.48,0.4173440643863179,0.87,0.0069576397515527,0.6569582463465553,0.4853171247357294,2.64,3.73,2.75,3.4,4.25,2.96,0.73,1.0,0.07,10427.0,0.09221,0.3389999999999999,0.46561,0.1220879999999999,0.316,0.8640760000000001,0.238082,0.90875,1.0,0.0,84,Manhattan,0.075,2.94,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.071389996086673,0.0,3.332204510175204,2.3513752571634776,11.119734717737451
451,84M335,harlem village academy east charter school,0.573,0.427,0.0,0.01,0.155,0.923,0.845,0.315,0.0,0.243,0.0,0.718,3.0,0.82,0.257,0.93,0.0064099999999999,0.576,0.4,3.4736402569593148,3.612055674518201,3.08,3.56,3.442935982339956,3.45,0.6,0.23,0.12,10035.0,0.1159999999999999,0.296,0.43,0.1889999999999999,0.21,0.711,0.255,0.923,1.0,0.0,84,Manhattan,0.03,3.155,0.0,1.0,0.0,0.0,Medium,0.03922071315328133,0.13627761829254773,0.0,4.6443908991413725,1.1631508098056809,10.5184028848265
452,84M336,kipp infinity charter school,0.51,0.49,0.0,0.039,0.214,0.834,0.754,0.3,0.2555,0.3797047413793103,0.021,0.5719375,7.0,0.79,0.302,0.957,0.00757,0.661,0.483,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.04,0.84,0.05,10027.0,0.054,0.509,0.375,0.1009999999999999,0.253,0.848,0.165,0.9215,0.972,0.0209999999999999,84,Manhattan,0.0,3.165,0.0,0.0,0.0,1.0,Medium,0.015873349156290163,0.08250122151174377,0.026641930946421092,6.86484777797086,1.1314021114911006,11.052888008036343
453,84M341,harlem children's zone promise academy ii charter school,0.522,0.478,0.0,0.009,0.136,0.881,0.82,0.303,0.215,0.697,0.0,0.776,2.0,0.8214999999999999,0.167,0.94,0.00731,0.5,0.66,3.52,3.09,3.56,3.23,4.14,3.16,0.71,0.7,0.54,10035.0,0.1159999999999999,0.296,0.43,0.1889999999999999,0.21,0.711,0.255,1.0,0.96,0.022,84,Manhattan,0.12,3.295,0.0,0.0,1.0,0.0,High,0.02273948696948934,0.11600367575630612,0.0,5.43372200355424,0.7419373447293773,10.5184028848265
454,84M350,democracy preparatory charter school,0.496,0.504,0.0,0.064,0.162,0.807,0.708,0.184,0.0,0.286,0.0,0.286,3.0,0.53,0.479,0.96,0.00735,0.76,0.518,2.91,3.3,3.5770989010989007,3.08,3.65,2.47,0.25,0.68,0.19,10037.0,0.061,0.4379999999999999,0.265,0.151,0.141,0.81,0.2,0.873,0.942,0.043,84,Manhattan,0.0,3.08,0.0,0.0,0.0,0.0,Medium,0.003742986278834297,0.11243542932978817,0.04879016416943205,5.934894195619588,0.832909122935104,10.823331962609581
455,84M351,success academy charter school - harlem 1,0.543,0.457,0.0,0.0,0.066,0.66,0.564,0.419,0.2555,0.3797047413793103,0.021,0.5719375,6.1,0.8214999999999999,0.247,0.957,0.0069576397515527,0.007,0.394,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.0,0.84,0.0,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,0.123,0.819,0.885,0.11,84,Manhattan,0.0,3.98,0.0,0.0,0.0,0.0,Medium,0.1336563848126736,0.04305948946044701,0.17898265552843995,6.593044534142437,1.410986973710262,11.139424032067456
456,84M353,new heights academy charter school,0.531,0.469,0.0,0.134,0.139,0.915,0.859,0.178,0.126,0.12,0.0,0.202,6.1,0.8214999999999999,0.214,0.957,0.00795,0.407,0.566,3.6,2.87,3.81,2.32,4.02,3.71,0.85,0.7,0.78,10031.0,0.123,0.402,0.5479999999999999,0.119,0.369,0.89,0.264,0.925,0.984,0.016,84,Manhattan,0.025,2.6900000000000004,0.0,0.0,0.0,0.0,Medium,0.0,0.10436001532424286,0.01291622526654623,5.948034989180646,0.4054651081081644,11.079184331510326
457,84M382,dream charter school,0.456,0.544,0.0,0.036,0.255,0.856,0.779,0.219,0.459,0.459,0.0,0.459,5.0,0.86,0.55,0.88,0.00635,0.01,0.526,3.54,3.66,3.39,3.58,4.05,3.58,0.37,0.62,0.58,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.974,0.939,0.039,84,Manhattan,0.0,2.6500000000000004,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.1466943791508034,0.031498667059371016,6.023447592961033,0.6418538861723947,10.481251939552509
458,84M433,innovation charter high school,0.499,0.501,0.0,0.088,0.364,0.888,0.839,0.0,0.2555,0.3797047413793103,0.021,0.5719375,13.0,0.9,0.613,0.85,0.00659,0.255,0.21,2.3,3.0,2.95,2.43,3.63,2.72,0.72,1.0,0.41,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.8140000000000001,0.964,0.036,84,Manhattan,0.03,2.425,0.0,0.0,0.0,0.0,Low,0.03101405352916954,0.16636153721522529,0.11955923505763925,6.016157159698353,1.2237754316221157,10.481251939552509
459,84M478,inwood academy for leadership charter school,0.461,0.539,0.0,0.147,0.265,0.859,0.784,0.165,0.2555,0.3797047413793103,0.021,0.5719375,4.0,0.845,0.312,0.85,0.00674,0.444,0.529,2.88,3.38,3.73,3.13,3.89,3.58,0.78,0.76,0.47,10034.0,0.122,0.4029999999999999,0.6829999999999999,0.159,0.3929999999999999,0.866,0.325,0.923,0.986,0.012,84,Manhattan,0.06,2.7300000000000004,0.0,0.0,0.0,0.0,Medium,0.005982071677547469,0.1336563848126736,0.009950330853168092,6.226536669287466,0.6418538861723947,11.083833426230909
460,84M481,democracy preparatory harlem charter school,0.473,0.527,0.0,0.084,0.271,0.809,0.72,0.272,0.184,0.251,0.0,0.331,4.3,0.6,0.401,0.94,0.0065799999999999,0.658,0.554,3.02,3.48,3.18,3.41,3.63,2.59,0.4,0.49,0.41,10030.0,0.105,0.351,0.372,0.153,0.256,0.863,0.316,0.865,0.962,0.0289999999999999,84,Manhattan,0.0,2.8,0.0,0.0,0.0,0.0,Medium,0.023716526617316065,0.10436001532424286,0.04783732941416006,5.8522024797744745,1.0986122886681098,10.774069368316633
461,84M518,east harlem scholars academy charter school,0.422,0.578,0.0,0.067,0.318,0.872,0.804,0.191,0.2555,0.3797047413793103,0.021,0.5719375,6.1,0.8214999999999999,0.701,0.957,0.00594,0.341,0.4853171247357294,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.0,0.84,0.14,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.753,0.948,0.045,84,Manhattan,0.0,2.7,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.11778303565638346,0.05638033343610769,5.793013608384144,0.5306282510621704,10.481251939552509
462,84M522,broome street academy charter high school,0.493,0.507,0.0,0.083,0.275,0.87,0.797,0.0,0.2555,0.3797047413793103,0.021,0.5719375,8.0,0.7,0.624,0.9,0.0065599999999999,0.302,0.103,2.09,2.23,2.61,1.76,2.39,1.87,0.52,0.73,0.04,10013.0,0.059,0.705,0.341,0.0819999999999999,0.31,0.892,0.122,0.6859999999999999,0.934,0.0579999999999999,84,Manhattan,0.0,2.615,0.0,0.0,0.0,0.0,Low,0.07092433833669858,0.1638180852293949,0.12575120530556025,5.624017506187338,2.1860512767380946,11.922887115130283
463,84M708,harlem prep charter school,0.515,0.485,0.0,0.058,0.175,0.869,0.787,0.196,0.19,0.277,0.0,0.338,6.3,0.54,0.409,0.96,0.0062,0.883,0.481,3.0,3.58,3.15,3.18,3.8,3.24,0.42,0.8,0.33,10035.0,0.1159999999999999,0.296,0.43,0.1889999999999999,0.21,0.711,0.255,0.8214999999999999,0.955,0.039,84,Manhattan,0.013,2.85,0.0,0.0,0.0,0.0,Medium,0.007968169649176881,0.10795714150509236,0.04018178963283176,5.978885764901121,1.1631508098056809,10.5184028848265
464,84M709,harlem village academy west charter school,0.568,0.432,0.0,0.029,0.144,0.797,0.705,0.385,0.0,0.281,0.0,0.763,6.0,0.83,0.136,0.9,0.00664,0.58,0.649,3.4736402569593148,3.612055674518201,3.08,3.56,3.442935982339956,3.45,0.6,0.23,0.12,10030.0,0.105,0.351,0.372,0.153,0.256,0.863,0.316,0.9545,0.992,0.0,84,Manhattan,0.0,3.265,0.0,1.0,0.0,0.0,Medium,0.0,0.10885440491208206,0.0,4.941642422609304,0.7419373447293773,10.774069368316633
465,84Q320,new visions charter high school for advanced math and science iv,0.43,0.57,0.0,0.029,0.167,0.615,0.561,0.229,0.0,0.408,0.193,0.482,20.0,0.88,0.327,0.9,0.00715,0.673,0.484,2.63,2.78,2.87,2.17,3.87,2.02,0.55,0.86,0.15,11434.0,0.051,0.221,0.161,0.114,0.34,0.8959999999999999,0.147,0.9735,0.911,0.081,84,Queens,0.0,2.685,0.0,0.0,0.0,0.0,Medium,0.009950330853168092,0.0695260626486103,0.042101176018635326,6.040254711277414,1.0296194171811581,11.180650407855032
466,84Q340,challenge preparatory charter school,0.522,0.478,0.0,0.049,0.204,0.795,0.673,0.0,0.2555,0.3797047413793103,0.021,0.5719375,6.0,0.85,0.418,0.9,0.0059099999999999,0.6569582463465553,0.4853171247357294,3.02,3.78,2.81,3.23,3.82,2.69,0.75,0.68,0.49,11691.0,0.11,0.251,0.3389999999999999,0.132,0.3379999999999999,0.8759999999999999,0.313,0.90875,0.956,0.026,84,Queens,0.075,2.55,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.14410034397375687,0.060153922819747144,5.424950017481403,0.5877866649021191,10.987899491803097
467,84Q373,new visions charter high school for the humanities iv,0.475,0.525,0.0,0.061,0.291,0.826,0.762,0.44,0.275,0.275,0.025,0.463,6.0,0.66,0.635,0.93,0.0072499999999999,0.414,0.449,3.55,3.47,3.38,3.49,4.25,3.78,0.86,1.0,0.16,11694.0,0.047,0.433,0.1939999999999999,0.126,0.1369999999999999,0.909,0.1,0.951,0.926,0.069,84,Queens,0.013,2.64,0.0,0.0,0.0,0.0,Medium,0.02127213527553977,0.09712671073072283,0.05921185963184603,5.501258210544727,1.4586150226995167,11.51483364323953
468,84Q705,renaissance charter school,0.51,0.49,0.0,0.067,0.18,0.651,0.603,0.46,0.322,0.105,0.0,0.95,16.0,0.72,0.284,0.88,0.0078099999999999,0.855,0.625,3.57,3.93,3.65,3.45,3.99,3.46,0.99,0.67,0.55,11372.0,0.1169999999999999,0.341,0.7659999999999999,0.108,0.586,0.8859999999999999,0.161,0.9535,0.765,0.2259999999999999,84,Queens,0.236,3.005,0.0,0.0,1.0,0.0,Medium,0.017839918128331016,0.044973365642731196,0.028587456851912472,5.480638923341991,0.47000362924573563,11.199446837474438
469,84R067,john w. lavelle preparatory charter school,0.487,0.513,0.0,0.016,0.37,0.722,0.656,0.658,0.138,0.238,0.026,0.434,4.0,0.65,0.464,0.96,0.00745,0.313,0.449,3.22,4.24,3.45,4.03,4.38,3.49,0.95,1.0,0.55,10314.0,0.053,0.372,0.387,0.1,0.275,0.895,0.077,0.9585,0.867,0.117,84,Staten Island,0.0,2.54,0.0,1.0,1.0,0.0,Medium,0.0,0.02078253918252841,0.0,5.247024072160486,1.3083328196501787,11.546718010704978
470,84R070,lois and richard nicotra early college charter school,0.507,0.493,0.0,0.049,0.265,0.731,0.659,0.521,0.0,0.242,0.157,0.309,1.0,0.6,0.487,0.96,0.00714,0.674,0.4853171247357294,3.2,3.76,3.21,2.54,2.58,2.79,0.6,0.91,0.26,10314.0,0.053,0.372,0.387,0.1,0.275,0.895,0.077,0.923,0.798,0.183,84,Staten Island,0.0,2.595,0.0,0.0,1.0,0.0,Medium,0.01439588028373234,0.06485097231961626,0.02176149178151271,5.4116460518550396,1.4816045409242156,11.546718010704978
471,84X185,pharos academy charter school,0.481,0.519,0.0,0.042,0.153,0.867,0.774,0.31,0.108,0.0,0.0,0.108,8.0,0.45,0.348,0.83,0.00729,0.581,0.51,3.65,3.26,3.26,2.82,3.95,2.83,0.76,0.81,0.19,10459.0,0.173,0.141,0.67,0.182,0.29,0.838,0.395,0.763,0.969,0.021,84,Bronx,0.194,2.8600000000000003,0.0,0.0,0.0,0.0,Medium,0.03343477608623742,0.10526051065749292,0.0769610411361284,5.662960480135946,0.6418538861723947,10.627915353129106
472,84X202,new visions charter high school for advanced math and science ii,0.52,0.48,0.0,0.046,0.151,0.86,0.792,0.358,0.204,0.417,0.036,0.516,7.0,0.08,0.355,0.93,0.00678,0.504,0.611,3.93,3.97,3.9,3.75,3.92,4.02,0.94,1.0,0.33,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.985,0.952,0.044,84,Bronx,0.0,2.985,0.0,0.0,0.0,0.0,Medium,0.013902905168991214,0.10885440491208206,0.03729578474369693,6.208590026096629,0.9162907318741551,10.413853070469662
473,84X208,new visions charter high school for the humanities ii,0.576,0.424,0.0,0.117,0.175,0.902,0.832,0.337,0.206,0.617,0.015,0.713,6.9,0.97,0.52,0.89,0.00648,0.708,0.431,3.2,3.51,3.16,3.51,3.04,2.87,0.74,0.88,0.36,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.9,0.952,0.039,84,Bronx,0.0,2.575,0.0,0.0,0.0,0.0,Medium,0.0,0.15529288440603525,0.06109509935981083,5.978885764901121,0.9162907318741551,10.413853070469662
474,84X309,south bronx charter school for international cultures and the arts,0.6,0.4,0.0,0.143,0.086,0.921,0.686,0.222,0.2555,0.3797047413793103,0.021,0.5719375,6.0,0.53,0.194,0.86,0.0069576397515527,0.6569582463465553,0.4853171247357294,4.03,3.84,3.99,3.65,4.24,3.71,0.97,0.56,0.45,10454.0,0.201,0.1159999999999999,0.632,0.213,0.282,0.736,0.52,0.90875,1.0,0.0,84,Bronx,0.075,2.95,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.1336563848126736,0.0,3.58351893845611,0.9555114450274365,10.181157167204905
475,84X345,leaders in our neighborhood charter school,0.48,0.52,0.0,0.109,0.195,0.869,0.795,0.18,0.447,0.427,0.083,0.702,7.0,0.854,0.312,0.91,0.00665,0.611,0.368,2.78,2.88,3.63,2.79,4.35,3.34,0.84,0.91,0.48,10474.0,0.1119999999999999,0.151,0.528,0.1689999999999999,0.267,0.797,0.3939999999999999,0.8445,0.99,0.009,84,Bronx,0.014,2.94,0.0,0.0,0.0,0.0,Medium,0.0718554371004281,0.1327811112338184,0.016857117066422806,5.713732805509369,0.5306282510621704,10.616339316370409
476,84X347,international leadership charter high school,0.519,0.481,0.0,0.137,0.09,0.837,0.748,0.3,0.2555,0.3797047413793103,0.021,0.5719375,16.0,0.8,0.261,0.9,0.00814,0.145,0.649,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.01,0.84,0.0,10463.0,0.078,0.425,0.529,0.174,0.302,0.884,0.216,0.8645,0.951,0.036,84,Bronx,0.0,2.74,0.0,0.0,0.0,0.0,Medium,0.031498667059371016,0.11955923505763925,0.02176149178151271,5.777652323222656,0.9932517730102836,11.109173887928804
477,84X380,success academy charter school - bronx 3,0.496,0.504,0.0,0.0,0.078,0.745,0.631,0.367,0.2555,0.3797047413793103,0.021,0.5719375,6.1,0.8214999999999999,0.151,0.957,0.0069576397515527,0.6569582463465553,0.4853171247357294,3.4736402569593148,3.612055674518201,3.5770989010989007,3.56,3.442935982339956,3.45,0.01,0.84,0.0,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.90875,0.943,0.0539999999999999,84,Bronx,0.075,3.875,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.07510747248680547,0.013902905168991434,5.645446897643238,1.0296194171811581,10.413853070469662
478,84X387,brilla college preparatory charter school,0.205,0.795,0.0,0.051,0.256,0.915,0.897,0.287,0.2555,0.3797047413793103,0.021,0.5719375,2.0,0.3,0.359,0.72,0.0069576397515527,0.6569582463465553,0.4853171247357294,2.96,3.05,3.58,2.76,4.06,3.45,0.91,0.78,0.32,10454.0,0.201,0.1159999999999999,0.632,0.213,0.282,0.736,0.52,0.90875,0.949,0.052,84,Bronx,0.075,2.48,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.1646666215552339,0.025667746748577813,3.6888794541139363,1.3862943611198906,10.181157167204905
479,84X393,university prep charter high school,0.551,0.449,0.0,0.041,0.184,0.841,0.756,0.391,0.145,0.048,0.0,0.18,6.1,0.8214999999999999,0.286,0.957,0.0077599999999999,0.321,0.708,4.02,3.62,3.92,3.63,3.53,3.3,0.97,1.0,0.95,10455.0,0.154,0.143,0.672,0.195,0.2789999999999999,0.8029999999999999,0.488,0.986,0.98,0.018,84,Bronx,0.0,2.74,0.0,1.0,0.0,0.0,High,0.0,0.0778865386570712,0.031498667059371016,6.075346031088684,0.5877866649021191,10.486094157396705
480,84X395,"nyc charter high school for architecture, engineering and construction industries",0.363,0.637,0.0,0.074,0.212,0.878,0.811,0.389,0.0,0.046,0.028,0.072,8.0,0.8,0.457,0.92,0.00701,0.509,0.528,4.11,4.01,3.84,4.09,4.83,4.25,0.96,0.85,0.96,10451.0,0.122,0.1969999999999999,0.552,0.2,0.271,0.81,0.416,0.972,0.977,0.02,84,Bronx,0.136,2.75,0.0,0.0,1.0,1.0,Medium,0.036331929247390204,0.10074990310014315,0.04688358589885046,6.073044534100405,0.832909122935104,10.443396137193783
481,84X429,charter high school for law and social justice,0.507,0.493,0.0,0.207,0.182,0.915,0.841,0.333,0.2555,0.3797047413793103,0.021,0.5719375,4.0,0.69,0.467,0.88,0.0065099999999999,0.245,0.408,3.95,3.38,3.97,3.34,4.09,3.54,0.86,0.98,0.41,10453.0,0.172,0.149,0.6779999999999999,0.156,0.415,0.847,0.487,0.815,0.981,0.016,84,Bronx,0.0,2.58,0.0,0.0,0.0,0.0,Medium,0.0,0.16551443847757333,0.06672363204290813,6.173786103901937,0.47000362924573563,10.457401400981889
482,84X460,atmosphere academy public charter school,0.435,0.565,0.0,0.058,0.178,0.842,0.757,0.304,0.2555,0.3797047413793103,0.021,0.5719375,16.0,0.86,0.364,0.97,0.00758,0.6569582463465553,0.4853171247357294,3.38,3.62,3.59,3.43,3.52,2.86,0.98,0.73,0.65,10463.0,0.078,0.425,0.529,0.174,0.302,0.884,0.216,0.90875,0.976,0.024,84,Bronx,0.075,3.0,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.15529288440603525,0.02078253918252841,5.680172609017068,0.7884573603642703,11.109173887928804
483,84X461,nuasin next generation charter school,0.508,0.492,0.0,0.113,0.2,0.93,0.862,0.243,0.323,0.0,0.0,0.354,3.0,0.36,0.0,0.97,0.00612,0.713,0.62,3.11,2.91,3.88,2.35,4.2,3.13,0.92,1.0,0.56,10452.0,0.161,0.144,0.6990000000000001,0.161,0.379,0.7959999999999999,0.473,0.906,0.969,0.031,84,Bronx,0.064,2.78,1.0,0.0,0.0,1.0,Medium,0.05732506661926935,0.07881118042428985,0.044973365642731196,5.278114659230517,0.33647223662121284,10.50608072475522
484,84X465,boys preparatory charter school of new york,0.0,1.0,0.0,0.083,0.375,0.0,0.0,0.125,0.2555,0.3797047413793103,0.021,0.5719375,9.0,0.6,0.4173440643863179,0.91,0.0069576397515527,0.6569582463465553,0.4853171247357294,2.72,2.99,3.36,2.43,3.89,2.06,0.65,0.93,0.37,10451.0,0.122,0.1969999999999999,0.552,0.2,0.271,0.81,0.416,0.90875,1.0,0.0,84,Bronx,0.075,3.035,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.04114194333117521,0.0,3.2188758248682006,1.4586150226995167,10.443396137193783
485,84X471,american dream charter school,0.54,0.46,0.0,0.188,0.164,0.933,0.845,0.175,0.301,0.191,0.0,0.472,8.0,0.65,0.367,0.92,0.0067,0.811,0.539,4.25,4.19,4.1,3.78,4.28,4.11,0.62,0.96,0.61,10454.0,0.201,0.1159999999999999,0.632,0.213,0.282,0.736,0.52,0.953,0.997,0.003,84,Bronx,0.0,2.645,0.0,0.0,0.0,0.0,Medium,0.005982071677547469,0.1466943791508034,0.035367143837291344,5.817111159963204,0.4054651081081644,10.181157167204905
486,84X482,dr. richard izquierdo health and science charter school,0.525,0.475,0.0,0.095,0.157,0.919,0.846,0.188,0.2555,0.3797047413793103,0.021,0.5719375,1.0,0.82,0.551,0.957,0.00677,0.725,0.381,4.37,3.51,3.68,3.31,3.48,3.3,0.86,0.45,0.24,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.9265,0.96,0.037,84,Bronx,0.19,2.9000000000000004,0.0,0.0,0.0,0.0,Medium,0.030044121348376644,0.09075436326846413,0.02955880224154443,5.998936561946683,0.47000362924573563,10.413853070469662
487,84X487,girls preparatory charter school of the bronx,1.0,0.0,0.0,0.0,0.263,0.0,0.947,0.064,0.2555,0.3797047413793103,0.021,0.5719375,0.0,0.7,0.4173440643863179,0.87,0.0069576397515527,0.6569582463465553,0.4853171247357294,2.96,3.43,2.51,2.89,4.39,2.42,0.98,0.8,0.62,10455.0,0.154,0.143,0.672,0.195,0.2789999999999999,0.8029999999999999,0.488,0.90875,0.894,0.106,84,Bronx,0.075,2.955,0.0,0.0,0.0,0.0,Medium,0.036331929247390204,0.233489843368354,0.0,2.995732273553991,0.9162907318741551,10.486094157396705
488,84X488,the equality charter school,0.491,0.509,0.0,0.091,0.276,0.779,0.699,0.293,0.0,0.685,0.051,0.688,10.0,0.48,0.354,0.65,0.00677,0.375,0.432,3.35,3.78,3.7,3.74,3.65,3.55,0.88,0.94,0.48,10475.0,0.0409999999999999,0.257,0.319,0.161,0.231,0.785,0.193,0.878,0.943,0.043,84,Bronx,0.076,2.62,0.0,0.0,0.0,0.0,Medium,0.0,0.071389996086673,0.04688358589885046,5.8664680569332965,1.252762968495368,10.950876719793103
489,84X539,new visions charter high school for advanced math and science,0.489,0.511,0.0,0.052,0.118,0.832,0.755,0.34,0.255,0.299,0.096,0.498,9.0,0.61,0.342,0.94,0.0072,0.635,0.61,3.23,3.32,3.63,3.23,3.7,3.47,0.87,1.0,0.61,10463.0,0.078,0.425,0.529,0.174,0.302,0.884,0.216,0.96,0.952,0.046,84,Bronx,0.0,2.865,0.0,0.0,0.0,0.0,Medium,0.010197824976445877,0.10345870836822997,0.04018178963283176,6.129050210060545,1.1314021114911006,11.109173887928804
490,84X553,new visions charter high school for the humanities,0.45,0.55,0.0,0.064,0.156,0.877,0.815,0.241,0.149,0.199,0.017,0.317,14.0,0.67,0.554,0.93,0.00703,0.309,0.371,3.34,3.42,3.54,3.41,3.42,3.47,0.85,1.0,0.77,10463.0,0.078,0.425,0.529,0.174,0.302,0.884,0.216,0.989,0.979,0.02,84,Bronx,0.007,2.605,0.0,0.0,0.0,0.0,Medium,0.003992021269537457,0.13190507087993858,0.03440142671733232,6.180016653652572,0.9932517730102836,11.109173887928804
491,84X581,south bronx community charter high school,0.551,0.449,0.0,0.121,0.24,0.917,0.836,0.4305543710021322,0.398,0.0,0.0,0.542,7.0,0.6,0.654,0.91,0.0065799999999999,0.692,0.341,2.78,2.63,2.76,2.51,3.8,2.55,0.38,0.74,0.19,10456.0,0.166,0.127,0.602,0.193,0.298,0.7829999999999999,0.498,0.8545,0.961,0.039,84,Bronx,0.0,2.585,0.0,0.0,1.0,0.0,Low,0.014888612493750559,0.1292723357041391,0.11422114409002285,5.872117789475415,0.6931471805599453,10.413853070469662
